小说名称,文库分类,小说作者,文章状态,最后更新,全文长度,小说封面
神曲奏界 红S,GA文库,榊一郎,已完成,2020-03-15,721147.0,http://img.wenku8.com/image/0/704/704s.jpg
二四零九层的她,电击文库,西村悠,已完成,2013-10-25,185786.0,http://img.wenku8.com/image/1/1416/1416s.jpg
爱上她的12种方法,电击文库,入间人间,已完成,2014-05-31,77817.0,http://img.wenku8.com/image/1/1630/1630s.jpg
万事包办退魔士的还债计划,其他文库,SOW,连载中,2015-10-05,210572.0,http://img.wenku8.com/image/1/1860/1860s.jpg
夜想谭教诲师,富士见文库,海冬零儿,已完成,2011-11-08,375443.0,http://img.wenku8.com/image/0/905/905s.jpg
水的边缘,MF文库J,片冈智晴,已完成,2014-09-20,250060.0,http://img.wenku8.com/image/1/1448/1448s.jpg
恶魔少女,HJ文库,わかつきひかる,已完成,2010-12-04,339701.0,http://img.wenku8.com/image/0/25/25s.jpg
Dark Lord,富士见文库,十月ユウ,连载中,2017-07-04,324515.0,http://img.wenku8.com/image/2/2001/2001s.jpg
不吉波普系列,电击文库,上远野浩平,连载中,2020-08-02,657967.0,http://img.wenku8.com/image/0/855/855s.jpg
魔女的红线,MF文库J,田口一,已完成,2012-03-01,368672.0,http://img.wenku8.com/image/0/289/289s.jpg
我们俩的田村同学,电击文库,竹宫悠由子,已完成,2010-11-26,247814.0,http://img.wenku8.com/image/0/50/50s.jpg
吞噬技能的英雄谭,HJ文库,浅叶ルウイ,已完成,2020-09-26,306378.0,http://img.wenku8.com/image/2/2531/2531s.jpg
请给我正常的室友,一迅社,太田僚,已完成,2014-05-17,68451.0,http://img.wenku8.com/image/1/1621/1621s.jpg
魔法禁书目录外传 神裂篇,电击文库,镰池和马,已完成,2011-01-01,159134.0,http://img.wenku8.com/image/0/949/949s.jpg
Steins；Gate命运石之门 比翼连理的非恋人,富士见文库,海羽超史郎,已完成,2015-09-07,393250.0,http://img.wenku8.com/image/1/1401/1401s.jpg
我的文艺社里不可能会有BITCH(我的文艺部里不可能会有bitch),讲谈社,赤福大和,连载中,2017-08-28,465993.0,http://img.wenku8.com/image/2/2007/2007s.jpg
铭刀少女DEGEN MADCHEN(剑灵少女),富士见文库,田口仙年堂,连载中,2012-07-21,87466.0,http://img.wenku8.com/image/1/1257/1257s.jpg
战国ぼっち,其他文库,泷津孝,连载中,2014-09-03,98646.0,http://img.wenku8.com/image/1/1704/1704s.jpg
也许是现在进行式的黑历史,GA文库,淡群赤光,连载中,2015-02-23,204711.0,http://img.wenku8.com/image/1/1760/1760s.jpg
节哀唷二之宫同学(请别忧伤了二之宫君),富士见文库,铃木大辅,已完成,2010-11-17,1249250.0,http://img.wenku8.com/image/0/79/79s.jpg
鲜血妖精,电击文库,藤原佑,已完成,2015-09-12,236744.0,http://img.wenku8.com/image/1/1918/1918s.jpg
Sugar Sister 1∕2,电击文库,鹰野新,已完成,2013-01-17,286329.0,http://img.wenku8.com/image/1/1288/1288s.jpg
战斗员派遣中(派遣战斗员),角川文库,晓夏目,连载中,2020-08-22,391612.0,http://img.wenku8.com/image/2/2419/2419s.jpg
魔王的仆人出现了!,电击文库,上野游,连载中,2014-11-25,97807.0,http://img.wenku8.com/image/1/1742/1742s.jpg
空色感染爆发,Fami通文库,本田诚,已完成,2013-04-15,499218.0,http://img.wenku8.com/image/1/1084/1084s.jpg
实现之星,电击文库,高桥弥七郎,连载中,2016-08-17,212616.0,http://img.wenku8.com/image/1/1713/1713s.jpg
DDD,讲谈社,奈须蘑菇,已完成,2011-03-19,572067.0,http://img.wenku8.com/image/0/169/169s.jpg
劣等眼的转生魔术师,集英社,柑橘ゆすら,连载中,2020-04-27,95677.0,http://img.wenku8.com/image/2/2604/2604s.jpg
里染系列(体育馆杀人事件),其他文库,青崎有吾,连载中,2017-02-18,535108.0,http://img.wenku8.com/image/1/1635/1635s.jpg
背叛少女,角川文库,川崎中,连载中,2013-05-02,69373.0,http://img.wenku8.com/image/1/1389/1389s.jpg
打工处是邪恶组织,其他文库,ケルビム,连载中,2014-05-19,82276.0,http://img.wenku8.com/image/1/1623/1623s.jpg
天翔虎军师,富士见文库,上总朋大,连载中,2014-05-07,74809.0,http://img.wenku8.com/image/1/1613/1613s.jpg
异世界拉皇探求者,GA文库,西表洋,连载中,2016-09-13,151796.0,http://img.wenku8.com/image/1/1994/1994s.jpg
练好练满！用寄生外挂改造尼特人生！？,角川文库,伊垣久大,已完成,2019-08-02,463484.0,http://img.wenku8.com/image/2/2396/2396s.jpg
白色相簿2(WHITE ALBUM2 白雪交织的旋律),GA文库,月岛雅也,连载中,2016-12-26,367798.0,http://img.wenku8.com/image/1/1790/1790s.jpg
银魂 3年Z组银八老师,集英社,大崎知仁,已完成,2014-06-15,410766.0,http://img.wenku8.com/image/0/35/35s.jpg
我成了校园怪谈的原因(我成为七大不可思议的意义),电击文库,小川晴央,已完成,2014-12-18,83898.0,http://img.wenku8.com/image/1/1783/1783s.jpg
外挂药师的异世界之旅,其他文库,赤雪トナ,连载中,2017-04-12,273709.0,http://img.wenku8.com/image/2/2062/2062s.jpg
千剑魔术剑士,角川文库,高光晶,已完成,2020-07-28,336865.0,http://img.wenku8.com/image/2/2585/2585s.jpg
口是心非的冰室同学 从好感度100％开始的毒舌女子追求法,MF文库J,広ノ祥人,连载中,2020-07-24,386291.0,http://img.wenku8.com/image/2/2488/2488s.jpg
幸存炼金术师的城市慢活记(幸存炼金术师想在城里静静生活),Fami通文库,のの原兔太,连载中,2020-05-25,615450.0,http://img.wenku8.com/image/2/2476/2476s.jpg
十二国记,讲谈社,小野不由美,连载中,2009-12-10,1397756.0,http://img.wenku8.com/image/0/63/63s.jpg
Sweet☆Line-甜蜜☆阵线,电击文库,有泽真水,已完成,2012-07-17,397587.0,http://img.wenku8.com/image/0/686/686s.jpg
无尽深海的索拉利斯,MF文库J,らきるち,连载中,2015-01-04,98375.0,http://img.wenku8.com/image/1/1791/1791s.jpg
盛开之花 其色如血,小学馆,雾崎雀,已完成,2016-04-07,222740.0,http://img.wenku8.com/image/1/1847/1847s.jpg
我的小规模奇迹,电击文库,入间人间,已完成,2014-06-10,203651.0,http://img.wenku8.com/image/1/1641/1641s.jpg
闲狼作家是美少女妖怪,GA文库,杉井光,已完成,2010-09-11,213975.0,http://img.wenku8.com/image/0/426/426s.jpg
双合透镜Cromn Flint,小学馆,三上康明,已完成,2015-02-28,387878.0,http://img.wenku8.com/image/1/1554/1554s.jpg
钢铁白兔骑士团,Fami通文库,舞阪洸,已完成,2012-04-06,1205281.0,http://img.wenku8.com/image/0/149/149s.jpg
魔界新娘！,MF文库J,阿智太郎,已完成,2011-05-24,432090.0,http://img.wenku8.com/image/0/481/481s.jpg
从Lv2开始开外挂的前勇者候补过着悠哉异世界生活,其他文库,鬼ノ城ミヤ,连载中,2020-05-12,203703.0,http://img.wenku8.com/image/2/2672/2672s.jpg
Happy Death Day,GA文库,望公太,已完成,2012-10-03,150412.0,http://img.wenku8.com/image/1/1241/1241s.jpg
Vamp！,电击文库,成田良悟,连载中,2020-03-15,450364.0,http://img.wenku8.com/image/0/448/448s.jpg
那个大叔享受着第二轮的异世界生活,其他文库,月夜泪,连载中,2020-10-11,305023.0,http://img.wenku8.com/image/2/2600/2600s.jpg
九十九的空伞,小学馆,ツカサ,已完成,2014-07-04,86773.0,http://img.wenku8.com/image/1/1550/1550s.jpg
零之使魔外传系列,MF文库J,山口升,已完成,2016-09-05,420198.0,http://img.wenku8.com/image/0/810/810s.jpg
我们的沟通力堪称是校园异能对决LOVE or LIKE？,集英社,川添枯美,已完成,2019-12-12,105476.0,http://img.wenku8.com/image/1/1890/1890s.jpg
土属性可不是闹着玩的！,一迅社,叶原铁,连载中,2012-01-29,121457.0,http://img.wenku8.com/image/1/1136/1136s.jpg
谁是最强鉴定士？～吃饱喝足的异世界生活～,角川文库,港濑つかさ,连载中,2020-05-06,773331.0,http://img.wenku8.com/image/2/2564/2564s.jpg
今天开始靠萝莉吃软饭！(从今天起我就是萝莉的小白脸！),MF文库J,晓雪,连载中,2020-07-15,452793.0,http://img.wenku8.com/image/2/2165/2165s.jpg
逃离乐园岛(逃出乐园岛),电击文库,土桥真二郎,连载中,2018-01-01,214326.0,http://img.wenku8.com/image/1/1301/1301s.jpg
咬上去吧，安诺酱!,富士见文库,小林がる,连载中,2012-02-21,110452.0,http://img.wenku8.com/image/1/1176/1176s.jpg
高校女仆警察,GA文库,泽上水也,已完成,2020-03-08,823553.0,http://img.wenku8.com/image/0/142/142s.jpg
抽签勇者,HJ文库,清水文化,已完成,2010-10-08,1212418.0,http://img.wenku8.com/image/0/177/177s.jpg
开门铳外交官与龙之国大使馆(开门铳的外交官与龙之国的大使馆),Fami通文库,深见真,连载中,2015-04-06,90635.0,http://img.wenku8.com/image/1/1838/1838s.jpg
消遣的挑战者,角川文库,岩井恭平,连载中,2013-12-14,406106.0,http://img.wenku8.com/image/1/1341/1341s.jpg
最后的救世主,角川文库,岩井恭平,已完成,2019-05-11,385626.0,http://img.wenku8.com/image/1/1332/1332s.jpg
雷恩(雨战士),其他文库,吉野匠,连载中,2019-01-22,750318.0,http://img.wenku8.com/image/1/1129/1129s.jpg
天之弱,一迅社,柄本和昭,已完成,2014-07-29,77318.0,http://img.wenku8.com/image/1/1679/1679s.jpg
神之游戏,角川文库,宫崎柊羽,连载中,2012-12-23,1274463.0,http://img.wenku8.com/image/0/254/254s.jpg
穿越！红女神骑士团,其他文库,诸星崇,连载中,2014-12-18,87193.0,http://img.wenku8.com/image/1/1784/1784s.jpg
请给我分手的理由,一迅社,太田僚,已完成,2013-03-19,68147.0,http://img.wenku8.com/image/1/1393/1393s.jpg
Steins；Gate命运石之门(助手视角篇),角川文库,三轮清宗,已完成,2015-11-18,357401.0,http://img.wenku8.com/image/1/1400/1400s.jpg
来自新世界,讲谈社,贵志佑介,已完成,2015-03-11,367958.0,http://img.wenku8.com/image/1/1827/1827s.jpg
异世界建国记,Fami通文库,樱木樱,连载中,2020-02-07,428181.0,http://img.wenku8.com/image/2/2472/2472s.jpg
绯弹的亚莉亚AA(绯弹的亚里亚AA),MF文库J,赤松中学,连载中,2016-09-29,311779.0,http://img.wenku8.com/image/1/1966/1966s.jpg
圣黑龙与火药仪式,MF文库J,北元明野,连载中,2015-05-25,82612.0,http://img.wenku8.com/image/1/1874/1874s.jpg
深山家的蓓儿汀(深山家的贝尔汀),GA文库,逢空万太,连载中,2012-07-25,226541.0,http://img.wenku8.com/image/0/995/995s.jpg
地狱公主与王族召唤师,HJ文库,百濑ヨルカ,已完成,2015-08-15,162315.0,http://img.wenku8.com/image/1/1911/1911s.jpg
机关鬼神晓月,Fami通文库,榊一郎,连载中,2015-07-16,148427.0,http://img.wenku8.com/image/1/1836/1836s.jpg
第99位吸血姬,MF文库J,サイトウケンジ,连载中,2015-12-10,100429.0,http://img.wenku8.com/image/2/2002/2002s.jpg
菖蒲的少女革命！,MF文库J,志茂文彦,已完成,2010-10-24,304403.0,http://img.wenku8.com/image/0/452/452s.jpg
声优公主(姬音),MF文库J,太田显喜,已完成,2013-03-10,91062.0,http://img.wenku8.com/image/1/1388/1388s.jpg
赌博师从不祈祷(赌博师不会祈祷),电击文库,周藤莲,连载中,2020-02-23,564960.0,http://img.wenku8.com/image/2/2237/2237s.jpg
陪伴着我，陪伴着你,其他文库,ごぉ,已完成,2012-08-22,213114.0,http://img.wenku8.com/image/1/1212/1212s.jpg
咱家女仆不定形(我家的女仆不定形),其他文库,静川龙宗,连载中,2014-02-17,135056.0,http://img.wenku8.com/image/1/1535/1535s.jpg
空罐少女,集英社,蓝上陆,连载中,2013-07-30,1075833.0,http://img.wenku8.com/image/0/119/119s.jpg
荣誉之心,富士见文库,淡路帆希,连载中,2012-06-12,100617.0,http://img.wenku8.com/image/1/1246/1246s.jpg
孤单一人的异世界攻略,其他文库,五示正司,连载中,2020-10-10,295475.0,http://img.wenku8.com/image/2/2731/2731s.jpg
没路用的魔兽炼磨师,富士见文库,见波タクミ,连载中,2020-03-23,564664.0,http://img.wenku8.com/image/2/2034/2034s.jpg
我家有个狐仙大人,电击文库,柴村仁,连载中,2010-11-26,599019.0,http://img.wenku8.com/image/0/51/51s.jpg
冰境的艾玛莉莉丝(冰之国的阿玛莉莉丝),电击文库,松山刚,已完成,2014-02-02,126693.0,http://img.wenku8.com/image/1/1562/1562s.jpg
异世界药局,MF文库J,高山理図,连载中,2018-04-24,267663.0,http://img.wenku8.com/image/2/2175/2175s.jpg
底层剑士与神兽〈女儿〉的日常生活,MF文库J,番棚葵,已完成,2020-07-18,396758.0,http://img.wenku8.com/image/2/2363/2363s.jpg
异世界因果的见闻录,其他文库,姬ノ木あ,连载中,2015-05-18,97873.0,http://img.wenku8.com/image/1/1867/1867s.jpg
绝对不愿工作的地下城主想要一直睡懒觉,其他文库,鬼影スパナ,连载中,2020-05-19,323396.0,http://img.wenku8.com/image/2/2560/2560s.jpg
转生魔王的异世界悠闲生活,MF文库J,なめこ印,连载中,2016-12-22,67841.0,http://img.wenku8.com/image/2/2187/2187s.jpg
我的女友是老师,MF文库J,镜游,连载中,2020-11-02,255967.0,http://img.wenku8.com/image/2/2609/2609s.jpg
魔术学院第一名毕业的我成为冒险者，真有那么奇怪吗？,Fami通文库,いかぽん,连载中,2020-06-25,307205.0,http://img.wenku8.com/image/2/2584/2584s.jpg
弹丸论破 雾切,其他文库,北山猛邦,连载中,2020-03-15,536578.0,http://img.wenku8.com/image/1/1946/1946s.jpg
昨日也曾爱着他,电击文库,入间人间,已完成,2013-01-12,202134.0,http://img.wenku8.com/image/1/1289/1289s.jpg
身为暗杀者的我明显比勇者还强,其他文库,赤井祭,连载中,2019-08-18,129512.0,http://img.wenku8.com/image/2/2608/2608s.jpg
报告！哥哥和我要结婚了！,MF文库J,塀流通留,已完成,2019-11-30,221566.0,http://img.wenku8.com/image/2/2533/2533s.jpg
渣渣捡了圣剑的结果,电击文库,くさかべかさく,连载中,2015-07-23,92104.0,http://img.wenku8.com/image/1/1902/1902s.jpg
弗雷姆王国兴亡记,其他文库,疏陀阳,连载中,2018-02-19,783601.0,http://img.wenku8.com/image/2/2064/2064s.jpg
6天6人6把枪 CROCRO-CLOCK,电击文库,入间人间,已完成,2018-10-12,260399.0,http://img.wenku8.com/image/1/1763/1763s.jpg
时之恶魔和三篇物语(时之恶魔与三个物语),HJ文库,ころみごや,已完成,2013-11-24,88853.0,http://img.wenku8.com/image/1/1513/1513s.jpg
你喜欢被可爱女生攻陷吗？,GA文库,天乃圣树,连载中,2019-11-19,176385.0,http://img.wenku8.com/image/2/2592/2592s.jpg
哈罗，天才少女,电击文库,优木カズヒロ,已完成,2012-08-01,347746.0,http://img.wenku8.com/image/1/1195/1195s.jpg
VillainsTail 有坂有哉与渴望被吃的白咲初姫,Fami通文库,绫里惠史,连载中,2015-07-20,109469.0,http://img.wenku8.com/image/1/1892/1892s.jpg
利维坦的恋人,小学馆,犬村小六,连载中,2012-03-17,482002.0,http://img.wenku8.com/image/0/944/944s.jpg
爸爸十五岁,集英社,冈崎裕信,连载中,2011-08-12,91697.0,http://img.wenku8.com/image/1/1074/1074s.jpg
请杀了我,集英社,辻村深月,已完成,2014-05-20,158186.0,http://img.wenku8.com/image/1/1625/1625s.jpg
森博嗣S＆M系列(全部成为F),其他文库,森博嗣,已完成,2015-06-20,1824311.0,http://img.wenku8.com/image/0/459/459s.jpg
第13号的爱丽丝,电击文库,伏见司,连载中,2011-09-18,490618.0,http://img.wenku8.com/image/0/892/892s.jpg
圣兽王的新娘,少女文库,高远砂夜,已完成,2012-09-26,671119.0,http://img.wenku8.com/image/0/432/432s.jpg
萝莉公主大人的建国日志,其他文库,箕崎准,连载中,2015-03-17,70100.0,http://img.wenku8.com/image/1/1813/1813s.jpg
创始魔法师,富士见文库,石之宫カント,连载中,2020-09-20,465712.0,http://img.wenku8.com/image/2/2571/2571s.jpg
惊悚文集,Fami通文库,合作,已完成,2014-05-06,220684.0,http://img.wenku8.com/image/1/1605/1605s.jpg
圣战的雷吉欧斯,富士见文库,雨木秀介,已完成,2013-04-18,289883.0,http://img.wenku8.com/image/0/670/670s.jpg
无属性魔法的救世主,其他文库,武藤健太,连载中,2020-03-15,127436.0,http://img.wenku8.com/image/2/2354/2354s.jpg
SHE MUST DIE 她，唯有一死,小学馆,石川周,已完成,2013-11-10,108880.0,http://img.wenku8.com/image/1/1515/1515s.jpg
LOVE啾～！,电击文库,风见周,已完成,2011-06-14,103372.0,http://img.wenku8.com/image/1/1037/1037s.jpg
始皇帝重建秦于日本！,集英社,田辺わさび,连载中,2013-07-17,79875.0,http://img.wenku8.com/image/1/1422/1422s.jpg
我的亲爱主人!?,富士见文库,鹰野佑希,已完成,2010-11-29,436133.0,http://img.wenku8.com/image/0/46/46s.jpg
肌肉之神马思鲁,电击文库,佐藤ケイ,连载中,2014-10-07,177458.0,http://img.wenku8.com/image/1/1666/1666s.jpg
名称未设定,Fami通文库,津田夕也,已完成,2013-12-24,188049.0,http://img.wenku8.com/image/1/1421/1421s.jpg
奇幻贵公子(恶灵猎人),讲谈社,小野不由美,已完成,2010-07-20,759268.0,http://img.wenku8.com/image/0/84/84s.jpg
皇帝圣印 异境之战,富士见文库,夏希のたね,已完成,2015-02-10,87870.0,http://img.wenku8.com/image/1/1806/1806s.jpg
堕落之王,Fami通文库,槻影,已完成,2017-06-17,199004.0,http://img.wenku8.com/image/2/2197/2197s.jpg
战斗司书,集英社,山形石雄,已完成,2014-07-29,1137821.0,http://img.wenku8.com/image/0/200/200s.jpg
主人和女仆大人,电击文库,榎木津无代,连载中,2011-05-22,129421.0,http://img.wenku8.com/image/1/1026/1026s.jpg
请记得我,电击文库,杉井光,已完成,2012-11-22,88326.0,http://img.wenku8.com/image/1/1317/1317s.jpg
对某飞行员的追忆,小学馆,犬村小六,已完成,2010-08-22,128932.0,http://img.wenku8.com/image/0/10/10s.jpg
恶魔同盟,电击文库,うえお久光,连载中,2011-08-11,1094477.0,http://img.wenku8.com/image/0/165/165s.jpg
名侦探X不良X现充X痴女X决斗者,角川文库,天地优雅,连载中,2015-04-06,87735.0,http://img.wenku8.com/image/1/1839/1839s.jpg
魔法使之夜,游戏剧本,奈须蘑菇,连载中,2009-03-10,25961.0,http://img.wenku8.com/image/0/93/93s.jpg
影≒光 Shadow Light,集英社,影名浅海,连载中,2015-01-07,532282.0,http://img.wenku8.com/image/0/215/215s.jpg
沙耶之歌,其他文库,虚渊玄,已完成,2009-03-23,126259.0,http://img.wenku8.com/image/0/262/262s.jpg
助攻角色怎么可能会有女朋友(援助型角色怎么可能会有女朋友嘛),富士见文库,はむばね,连载中,2019-07-29,202192.0,http://img.wenku8.com/image/2/2414/2414s.jpg
释迦牟尼也凝望,少女文库,今野绪雪,连载中,2020-03-05,426359.0,http://img.wenku8.com/image/0/875/875s.jpg
